Height,Weight,Reach,STANCE,DOB,name,link
"6' 0""",205 lbs.,--,Orthodox,"Apr 20, 1971",Allan Goes,http://www.ufcstats.com/fighter-details/e62b36885ecdac27
"5' 11""",170 lbs.,--,Southpaw,"May 09, 1986",Roger Zapata,http://www.ufcstats.com/fighter-details/fe5ca7ef93c3f6a7
"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",Irene Aldana,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978",Scott Junk,http://www.ufcstats.com/fighter-details/ac70a4f1db1b8c40
"5' 2""",170 lbs.,--,Southpaw,"Oct 22, 1968",Phil Johns,http://www.ufcstats.com/fighter-details/a8fa0c4e95512806
"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",Evan Dunham,http://www.ufcstats.com/fighter-details/e5c9de15bb58b1c6
"5' 10""",155 lbs.,--,Orthodox,"Nov 08, 1976",Justin James,http://www.ufcstats.com/fighter-details/1ea8df62b3f8fea6
"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",Maurice Smith,http://www.ufcstats.com/fighter-details/33e33d51f289d2a1
"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",Ricardo Funch,http://www.ufcstats.com/fighter-details/e9e1acc96536bb4f
"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983",Akbarh Arreola,http://www.ufcstats.com/fighter-details/c136b2a8852da5bd
"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",Takeya Mizugaki,http://www.ufcstats.com/fighter-details/48e093ea1f43a053
"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",Anthony Perosh,http://www.ufcstats.com/fighter-details/4b4753d19489297f
"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",Manny Bermudez,http://www.ufcstats.com/fighter-details/2dc1bc1a02961656
"6' 2""",255 lbs.,"75""",Orthodox,"Aug 02, 1991",Tanner Boser,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",Andrew Craig,http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b
"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",Matt Sayles,http://www.ufcstats.com/fighter-details/5b8ba8f5512893b1
"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",Bobby Nash,http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea
"5' 7""",135 lbs.,"70""",Southpaw,"Jul 31, 1991",Thomas Almeida,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4
"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",Joey Beltran,http://www.ufcstats.com/fighter-details/46baf0f57edfa4df
"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",Leonardo Guimaraes,http://www.ufcstats.com/fighter-details/cc98d857b148e33a
"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",Al Iaquinta,http://www.ufcstats.com/fighter-details/59279a7c978f7da0
"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",Diego Saraiva,http://www.ufcstats.com/fighter-details/4f4dac51adc1af4f
"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",Rhys McKee,http://www.ufcstats.com/fighter-details/f748267c4ab6c127
"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993",Nathaniel Wood,http://www.ufcstats.com/fighter-details/329e403448756217
"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",Felicia Spencer,http://www.ufcstats.com/fighter-details/39d91e95949de3d9
"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995",Nadia Kassem,http://www.ufcstats.com/fighter-details/6e7506127408aa9e
"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",Rob Font,http://www.ufcstats.com/fighter-details/05339613bf8e9808
"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989",Josh Shockley,http://www.ufcstats.com/fighter-details/1d36f1ac66cf689d
"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",Jesse Lennox,http://www.ufcstats.com/fighter-details/3ae10ac4df3df05c
"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",Mickael Lebout,http://www.ufcstats.com/fighter-details/c575ab451e3c5b1d
"6' 1""",185 lbs.,--,Orthodox,"Feb 09, 1982",Jake Rosholt,http://www.ufcstats.com/fighter-details/4f2fcbefb668689d
"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",Pat Audinwood,http://www.ufcstats.com/fighter-details/196ed28337adc630
"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",Marlon Moraes,http://www.ufcstats.com/fighter-details/fea79f9bc8c68769
"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",Brian Stann,http://www.ufcstats.com/fighter-details/579fcdfcabd23a7b
"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",Cristiane Justino,http://www.ufcstats.com/fighter-details/634bb0de2eb043b4
"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",Brian Ortega,http://www.ufcstats.com/fighter-details/def8166ff24bd237
"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",Justin Scoggins,http://www.ufcstats.com/fighter-details/9fa568ad2bf2cb0b
"6' 0""",145 lbs.,"72""",Orthodox,"Oct 07, 1992",Mike Davis,http://www.ufcstats.com/fighter-details/fb3e61720be4690c
"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",Shane Carwin,http://www.ufcstats.com/fighter-details/68dd7b3783c19f9c
"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979",Mike Ciesnolevicz,http://www.ufcstats.com/fighter-details/51b0bb73a1da34bc
"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",Nick Thompson,http://www.ufcstats.com/fighter-details/7d3caf0f96f1b33d
"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",Robert Peralta,http://www.ufcstats.com/fighter-details/960d6cae8879ba2b
"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",Brendan O'Reilly,http://www.ufcstats.com/fighter-details/494b0bfdbac74502
"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978",Tatsuya Kawajiri,http://www.ufcstats.com/fighter-details/80d918336163b80c
"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",Tina Lahdemaki,http://www.ufcstats.com/fighter-details/e5ca2bc2451a5956
"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",Matt Bessette,http://www.ufcstats.com/fighter-details/0b8d512c79b4baf3
"6' 1""",185 lbs.,--,Orthodox,"Nov 29, 1983",Jamie Yager,http://www.ufcstats.com/fighter-details/85248da6e9e2f7e7
"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991",Paulo Costa,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
"5' 9""",170 lbs.,"72""",Orthodox,--,Jess Liaudin,http://www.ufcstats.com/fighter-details/a8aba6fd8a463043
"5' 11""",135 lbs.,"72""",Orthodox,"Jul 27, 1991",Macy Chiasson,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b
"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",Augusto Montano,http://www.ufcstats.com/fighter-details/94508d80e1f885fc
"5' 9""",170 lbs.,--,Orthodox,"Oct 30, 1979",Ansar Chalangov,http://www.ufcstats.com/fighter-details/7342fcc41a4817fa
"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",Gasan Umalatov,http://www.ufcstats.com/fighter-details/7a39bbac8cc0fa70
"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967",Yoji Anjo,http://www.ufcstats.com/fighter-details/e06fd1260ac865a7
"6' 5""",216 lbs.,--,Orthodox,"Mar 30, 1959",Gerard Gordeau,http://www.ufcstats.com/fighter-details/279093302a6f44b3
"5' 8""",155 lbs.,"73""",Southpaw,"Oct 12, 1981",Jason High,http://www.ufcstats.com/fighter-details/e5d03e4d966126bd
"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",Michael Graves,http://www.ufcstats.com/fighter-details/3f1d23b01c552a13
"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",Kyoji Horiguchi,http://www.ufcstats.com/fighter-details/98aa60cf58071fd6
"6' 2""",185 lbs.,--,Orthodox,"Apr 26, 1981",Brian Houston,http://www.ufcstats.com/fighter-details/36fbaa49a09ff997
"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",Jorge Gurgel,http://www.ufcstats.com/fighter-details/04d5718ed2661e8c
"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",Dustin Hazelett,http://www.ufcstats.com/fighter-details/a149d6bc670cdb60
"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",Leandro Issa,http://www.ufcstats.com/fighter-details/d1e1fdcea7c8a90a
"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",Kelly Dullanty,http://www.ufcstats.com/fighter-details/1a225f04aa6e0739
"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981",Ryan Janes,http://www.ufcstats.com/fighter-details/b59037262c8fe060
"6' 3""",230 lbs.,"80""",Southpaw,"Apr 08, 1983",Ovince Saint Preux,http://www.ufcstats.com/fighter-details/50db8711c70196cd
"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",Terry Etim,http://www.ufcstats.com/fighter-details/33011768c3c4dc9a
"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",Gadzhimurad Antigulov,http://www.ufcstats.com/fighter-details/af997f7611673880
"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989",Kyle Prepolec,http://www.ufcstats.com/fighter-details/873626e5547b5235
"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",Myles Jury,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0
"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",Danaa Batgerel,http://www.ufcstats.com/fighter-details/3b0a516d2921e0d6
"5' 11""",230 lbs.,--,Orthodox,--,Steve Judson,http://www.ufcstats.com/fighter-details/6ece1d2ab1bed31d
"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",Jeff Monson,http://www.ufcstats.com/fighter-details/cbfd1d34356a004c
"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",Jamall Emmers,http://www.ufcstats.com/fighter-details/e00a3dee329a51f7
"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",Sarah Moras,http://www.ufcstats.com/fighter-details/539ed332b3078821
"6' 2""",170 lbs.,--,,"Nov 13, 1977",CJ Fernandes,http://www.ufcstats.com/fighter-details/979f7edbb6980b0d
"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",Jason Lambert,http://www.ufcstats.com/fighter-details/5be86bb2f78fef2f
"6' 4""",232 lbs.,--,Orthodox,"Apr 24, 1978",Marcio Cruz,http://www.ufcstats.com/fighter-details/6aa1cbc1466e9a0b
"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",Vik Grujic,http://www.ufcstats.com/fighter-details/1e7483dbff40b84b
"5' 6""",145 lbs.,--,,"Feb 24, 1982",Fernando Bruno,http://www.ufcstats.com/fighter-details/b8c0f30ee9a98b69
"6' 0""",205 lbs.,--,Orthodox,--,Michael Patt,http://www.ufcstats.com/fighter-details/83d0de122f2f9664
"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",Ron Faircloth,http://www.ufcstats.com/fighter-details/453ee00c3e1ae9dd
"6' 0""",205 lbs.,--,Orthodox,--,Victor Valimaki,http://www.ufcstats.com/fighter-details/663b76da637402c3
"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",Lando Vannata,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
"6' 0""",170 lbs.,--,Orthodox,--,Jesse Sanders,http://www.ufcstats.com/fighter-details/59aaf2730b84698a
"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",Brandon Moreno,http://www.ufcstats.com/fighter-details/792be9a24df82ed6
"5' 10""",170 lbs.,--,,"Apr 22, 1987",Chris Indich,http://www.ufcstats.com/fighter-details/d5b7fac960e58920
"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979",Seth Petruzelli,http://www.ufcstats.com/fighter-details/93b9496275bbbf80
"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",Steve Bosse,http://www.ufcstats.com/fighter-details/e023fa2e648ea0f1
"5' 11""",135 lbs.,--,,"Oct 24, 1987",Chris Holdsworth,http://www.ufcstats.com/fighter-details/fc60ecf0671b9489
"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",Alex Nicholson,http://www.ufcstats.com/fighter-details/2b6d855c6e280fb1
"6' 1""",220 lbs.,--,Orthodox,"Jul 30, 1974",Kristof Midoux,http://www.ufcstats.com/fighter-details/5b5b9c6f6f270369
"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977",Mike Wessel,http://www.ufcstats.com/fighter-details/b51841e7c594090d
"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",Justin McCully,http://www.ufcstats.com/fighter-details/75f871836d41f90f
"6' 0""",170 lbs.,--,Orthodox,"Aug 01, 1975",Jason Von Flue,http://www.ufcstats.com/fighter-details/c4b9296214f4c09c
"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",Tim Boetsch,http://www.ufcstats.com/fighter-details/c80095f6092271a7
"5' 9""",135 lbs.,--,,"Jan 04, 1980",Donny Walker,http://www.ufcstats.com/fighter-details/e6147d5ab3685899
"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",Johnny Eduardo,http://www.ufcstats.com/fighter-details/528c24b99fbaab79
"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",Josh Emmett,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41
"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",Thiago Santos,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",Jerry Bohlander,http://www.ufcstats.com/fighter-details/93892752c5fc23ca
"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",Dan Miller,http://www.ufcstats.com/fighter-details/d0c29452d3272603
"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",TJ Dillashaw,http://www.ufcstats.com/fighter-details/c849740a3ff51931
"5' 11""",225 lbs.,--,Orthodox,"Mar 06, 1970",Tsuyoshi Kohsaka,http://www.ufcstats.com/fighter-details/b76ed59283d3559c
"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976",Ikuhisa Minowa,http://www.ufcstats.com/fighter-details/ce6065baef021cf3
"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",Rolando Delgado,http://www.ufcstats.com/fighter-details/37b1696e6d115957
"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995",Hu Yaozong,http://www.ufcstats.com/fighter-details/f1175ea3aafbf351
"6' 0""",205 lbs.,"74""",Southpaw,"Dec 30, 1986",Wagner Prado,http://www.ufcstats.com/fighter-details/7f6ef4e1227600bc
"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975",Pete Williams,http://www.ufcstats.com/fighter-details/6291ac0a3726732f
"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",James McSweeney,http://www.ufcstats.com/fighter-details/cac08b8685387ca5
"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",Dominick Cruz,http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97
"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",Phillip Miller,http://www.ufcstats.com/fighter-details/18aecaf50f52e4c3
"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",Wang Guan,http://www.ufcstats.com/fighter-details/dd12382f28296f7b
"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",Marcos Vinicius,http://www.ufcstats.com/fighter-details/e363b21261814830
"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",Hatsu Hioki,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2
"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",Rose Namajunas,http://www.ufcstats.com/fighter-details/47b63240018d5d86
"6' 8""",265 lbs.,--,Orthodox,"Apr 26, 1972",Dan Christison,http://www.ufcstats.com/fighter-details/b369533a577fa97c
"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",Miranda Granger,http://www.ufcstats.com/fighter-details/7559395ad833c074
"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",Alexander Volkanovski,http://www.ufcstats.com/fighter-details/e1248941344b3288
"5' 6""",155 lbs.,--,Orthodox,"Jul 27, 1978",Joe Jordan,http://www.ufcstats.com/fighter-details/712c4db78b9373d1
"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",Matt Wiman,http://www.ufcstats.com/fighter-details/eb29176b03dfa888
"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",Roman Salazar,http://www.ufcstats.com/fighter-details/72c4b253d2f5ebf2
"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",Thomas Gifford,http://www.ufcstats.com/fighter-details/e7f51d9f9e9259e7
"6' 2""",185 lbs.,--,,--,Trent Jenkins,http://www.ufcstats.com/fighter-details/02fc8f50f56eb307
"5' 9""",155 lbs.,"70""",Orthodox,"Feb 03, 1991",Damir Ismagulov,http://www.ufcstats.com/fighter-details/135d124172a0bea3
"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",Chris Fishgold,http://www.ufcstats.com/fighter-details/bebb4ae55ac2bf6f
"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",Luke Sanders,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea
"5' 9""",170 lbs.,--,Orthodox,"Apr 25, 1985",Manuel Rodriguez,http://www.ufcstats.com/fighter-details/5a6e4d2f0c76a242
"6' 1""",205 lbs.,--,,--,Matt Lucas,http://www.ufcstats.com/fighter-details/668222c99c5c311d
"5' 9""",170 lbs.,--,Orthodox,"Jan 26, 1977",Jared Rollins,http://www.ufcstats.com/fighter-details/c4b6099f0d25f75e
"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968",Mark Kerr,http://www.ufcstats.com/fighter-details/a7b48e18ca27795d
"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",Sean Salmon,http://www.ufcstats.com/fighter-details/7c0847d3854a95f2
"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",Charles McCarthy,http://www.ufcstats.com/fighter-details/da97d6c97d09c030
"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",Hector Urbina,http://www.ufcstats.com/fighter-details/4b8fb0453a596b8e
"5' 8""",145 lbs.,"67""",Orthodox,"Dec 02, 1997",Song Yadong,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f
"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",Jon Olav Einemo,http://www.ufcstats.com/fighter-details/0577808d22dfe79c
"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985",Felipe Olivieri,http://www.ufcstats.com/fighter-details/948880beac71f028
"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",Marcos Mariano,http://www.ufcstats.com/fighter-details/72e5e5a6edfa8223
"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",Antonio Mendes,http://www.ufcstats.com/fighter-details/3795fca327cbcf23
"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",Marcos Rogerio de Lima,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825
"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987",Ronda Rousey,http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d
"6' 1""",170 lbs.,--,Orthodox,"Nov 15, 1975",David Roberts,http://www.ufcstats.com/fighter-details/775bad6d700d2302
"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede
"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",James Wilks,http://www.ufcstats.com/fighter-details/852454c572675334
"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",Rocky Lee,http://www.ufcstats.com/fighter-details/0d1c163b206e8c5f
"6' 1""",185 lbs.,"75""",Orthodox,"Aug 24, 1972",Trevor Prangley,http://www.ufcstats.com/fighter-details/f5ff7bcdcfeba3ad
"5' 10""",185 lbs.,"73""",Southpaw,"Dec 07, 1984",Dongi Yang,http://www.ufcstats.com/fighter-details/aed06011bf62237b
"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",Chance Rencountre,http://www.ufcstats.com/fighter-details/1ddb480b601cefb1
"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",Jake O'Brien,http://www.ufcstats.com/fighter-details/20bcc9966affb19c
"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",Justin Tafa,http://www.ufcstats.com/fighter-details/e13abac8089a801a
"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",Ketlen Vieira,http://www.ufcstats.com/fighter-details/b9706f80d005036c
"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",Merab Dvalishvili,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4
"5' 11""",185 lbs.,--,,"Nov 28, 1988",Patrick Walsh,http://www.ufcstats.com/fighter-details/b4c96c3d9139bf0e
"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",Leandro Silva,http://www.ufcstats.com/fighter-details/159da492e000afbf
"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",Cole Smith,http://www.ufcstats.com/fighter-details/56709e66f1c6008f
"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",John Maguire,http://www.ufcstats.com/fighter-details/1a7745388839e52b
"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",Glover Teixeira,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",Anthony Birchak,http://www.ufcstats.com/fighter-details/c5a126ace82a6025
"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",Mackens Semerzier,http://www.ufcstats.com/fighter-details/51b1e2fd9872005b
"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",Christian Aguilera,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4
"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",Ryan Thomas,http://www.ufcstats.com/fighter-details/b732b326c362fb62
"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec
"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",Drew Fickett,http://www.ufcstats.com/fighter-details/d814f5192e58fb2f
"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",Curtis Millender,http://www.ufcstats.com/fighter-details/f1928a52590c5532
"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",Abu Azaitar,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac
"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1
"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",Vernon White,http://www.ufcstats.com/fighter-details/12458872d6afae1b
"6' 3""",235 lbs.,--,Southpaw,--,Ryan Parker,http://www.ufcstats.com/fighter-details/6a0b80a24f22e152
"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",Daron Cruickshank,http://www.ufcstats.com/fighter-details/5f99b2bafb10305f
"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",Guangyou Ning,http://www.ufcstats.com/fighter-details/2c1170b825f58e57
"5' 9""",198 lbs.,--,Orthodox,"Jul 11, 1975",Masutatsu Yano,http://www.ufcstats.com/fighter-details/d56caaa5e123f518
"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",Leslie Smith,http://www.ufcstats.com/fighter-details/76984112f697631f
"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",Colby Covington,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
"5' 7""",135 lbs.,"66""",,"Apr 08, 1993",Julija Stoliarenko,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb
"5' 10""",185 lbs.,--,,"Jan 16, 1984",Eddie Mendez,http://www.ufcstats.com/fighter-details/49e49b54e5901d0d
"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",Eddie Gordon,http://www.ufcstats.com/fighter-details/8cad40a75e5c97f5
"6' 2""",170 lbs.,--,,"Jun 26, 1985",Adam Cella,http://www.ufcstats.com/fighter-details/b27b8881d7444114
"5' 9""",226 lbs.,--,Orthodox,--,Alex Hunter,http://www.ufcstats.com/fighter-details/baa5358456803df8
"5' 8""",194 lbs.,--,Orthodox,--,Darrel Gholar,http://www.ufcstats.com/fighter-details/a24e080000fa7a35
"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",Leonardo Santos,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",Alan Jouban,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b
"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",Santiago Ponzinibbio,http://www.ufcstats.com/fighter-details/6d1bffff14897645
"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988",Marcin Prachnio,http://www.ufcstats.com/fighter-details/6370c1c1e12723d5
"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",Rolando Dy,http://www.ufcstats.com/fighter-details/55ed59d541f8b90c
"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",Ryan LaFlare,http://www.ufcstats.com/fighter-details/4c7781da8c6cae93
"5' 10""",188 lbs.,--,Orthodox,--,Wes Albritton,http://www.ufcstats.com/fighter-details/184b955181bdef52
"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",Gustavo Lopez,http://www.ufcstats.com/fighter-details/93b62c5f2ba18e51
"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",Enrique Barzola,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4
"5' 11""",205 lbs.,--,Orthodox,"Oct 08, 1978",Roger Hollett,http://www.ufcstats.com/fighter-details/27d65e9d0fba61ea
